Índice de Desenvolvimento Humano (IDH)
Sigla;Código;Município;1970;1980;1991;
PR;4114401;Mangueirinha;0,38;0,508;0,529;
PR;4114500;Manoel Ribas;0,412;0,515;0,602;
PR;4114609;Marechal Cândido Rondon;0,528;0,769;0,793;
PR;4114708;Maria Helena;0,371;0,515;0,537;
PR;4114807;Marialva;0,406;0,66;0,753;
PR;4114906;Marilândia do Sul;0,354;0,522;0,602;
PR;4115002;Marilena;0,351;0,517;0,552;
PR;4115101;Mariluz;0,336;0,538;0,564;
PR;4115200;Maringá;0,55;0,744;0,794;
PR;4115309;Mariópolis;0,415;0,707;0,596;
PR;4115358;Maripá;;;;
PR;4115408;Marmeleiro;0,409;0,584;0,606;
PR;4115457;Marquinho;;;;
PR;4115507;Marumbi;0,372;0,688;0,603;
PR;4115606;Matelândia;0,361;0,535;0,62;
PR;4115705;Matinhos;0,54;0,678;0,769;
PR;4115739;Mato Rico;;;;
PR;4115754;Mauá da Serra;;;;
PR;4115804;Medianeira;0,456;0,728;0,765;
PR;4115853;Mercedes;;;;
PR;4115903;Mirador;0,331;0,481;0,545;
PR;4116000;Miraselva;0,373;0,528;0,564;
PR;4116059;Missal;;;0,724;
PR;4116109;Moreira Sales;0,373;0,533;0,561;
PR;4116208;Morretes;0,446;0,618;0,645;
PR;4116307;Munhoz de Melo;0,383;0,491;0,577;
PR;4116406;Nossa Senhora das Graças;0,368;0,592;0,6;
PR;4116505;Nova Aliança do Ivaí;0,411;0,47;0,529;
PR;4116604;Nova América da Colina;0,347;0,515;0,529;
PR;4116703;Nova Aurora;0,339;0,637;0,632;
PR;4116802;Nova Cantu;0,366;0,516;0,569;
PR;4116901;Nova Esperança;0,417;0,684;0,709;
PR;4116950;Nova Esperança do Sudoeste;;;;
PR;4117008;Nova Fátima;0,352;0,569;0,667;
PR;4117057;Nova Laranjeiras;;;;
PR;4117107;Nova Londrina;0,424;0,695;0,71;
PR;4117206;Nova Olímpia;0,381;0,536;0,628;
PR;4117214;Nova Santa Bárbara;;;;
PR;4117222;Nova Santa Rosa;;0,736;0,713;
PR;4117255;Nova Prata do Iguaçu;;;0,59;
PR;4117271;Nova Tebas;;;0,454;
PR;4117297;Novo Itacolomi;;;;
PR;4117305;Ortigueira;0,312;0,433;0,462;
PR;4117404;Ourizona;0,377;0,648;0,718;
PR;4117453;Ouro Verde do Oeste;;;0,605;
PR;4117503;Paiçandu;0,385;0,62;0,612;
PR;4117602;Palmas;0,426;0,661;0,654;
PR;4117701;Palmeira;0,497;0,715;0,694;
PR;4117800;Palmital;0,31;0,46;0,492;
PR;4117909;Palotina;0,438;0,734;0,768;
PR;4118006;Paraíso do Norte;0,429;0,657;0,654;
PR;4118105;Paranacity;0,359;0,572;0,636;
PR;4118204;Paranaguá;0,537;0,72;0,769;
PR;4118303;Paranapoema;0,321;0,466;0,528;
PR;4118402;Paranavaí;0,484;0,709;0,765;
PR;4118451;Pato Bragado;;;;
PR;4118501;Pato Branco;0,474;0,741;0,778;
PR;4118600;Paula Freitas;0,398;0,519;0,579;
PR;4118709;Paulo Frontin;0,394;0,547;0,672;
PR;4118808;Peabiru;0,378;0,628;0,606;
PR;4118857;Perobal;;;;
PR;4118907;Pérola;0,413;0,542;0,601;
PR;4119004;Pérola d'Oeste;0,4;0,577;0,639;
PR;4119103;Piên;0,442;0,558;0,615;
PR;4119152;Pinhais;;;;
PR;4119202;Pinhalão;0,344;0,503;0,539;
PR;4119251;Pinhal de São Bento;;;;
PR;4119301;Pinhão;0,351;0,555;0,624;
PR;4119400;Piraí do Sul;0,42;0,594;0,618;
PR;4119509;Piraquara;0,454;0,641;0,749;
PR;4119608;Pitanga;0,326;0,47;0,547;
PR;4119657;Pitangueiras;;;;
PR;4119707;Planaltina do Paraná;0,387;0,548;0,64;
PR;4119806;Planalto;0,425;0,585;0,587;
PR;4119905;Ponta Grossa;0,571;0,722;0,766;
PR;4119954;Pontal do Paraná;;;;
PR;4120002;Porecatu;0,365;0,617;0,679;
PR;4120101;Porto Amazonas;0,467;0,58;0,595;
PR;4120150;Porto Barreiro;;;;
PR;4120200;Porto Rico;0,417;0,454;0,549;
PR;4120309;Porto Vitória;0,431;0,675;0,599;
PR;4120333;Prado Ferreira;;;;
PR;4120358;Pranchita;;;0,636;
PR;4120408;Presidente Castelo Branco;0,327;0,503;0,578;
PR;4120507;Primeiro de Maio;0,375;0,574;0,624;
PR;4120606;Prudentópolis;0,437;0,599;0,577;
PR;4120655;Quarto Centenário;;;;
PR;4120705;Quatiguá;0,386;0,621;0,636;
PR;4120804;Quatro Barras;0,435;0,71;0,733;
PR;4120853;Quatro Pontes;;;;
PR;4120903;Quedas do Iguaçu;0,39;0,563;0,568;
PR;4121000;Querência do Norte;0,324;0,622;0,587;
PR;4121109;Quinta do Sol;0,35;0,635;0,587;
PR;4121208;Quitandinha;0,35;0,499;0,528;
PR;4121257;Ramilândia;;;;
PR;4121307;Rancho Alegre;0,39;0,658;0,613;
PR;4121356;Rancho Alegre D'Oeste;;;;
PR;4121406;Realeza;0,415;0,662;0,676;
PR;4121505;Rebouças;0,4;0,53;0,56;
PR;4121604;Renascença;0,388;0,604;0,676;
PR;4121703;Reserva;0,378;0,472;0,481;
PR;4121752;Reserva do Iguaçu;;;;
PR;4121802;Ribeirão Claro;0,408;0,566;0,638;
PR;4121901;Ribeirão do Pinhal;0,348;0,574;0,562;
PR;4122008;Rio Azul;0,428;0,553;0,61;
PR;4122107;Rio Bom;0,352;0,499;0,548;
PR;4122156;Rio Bonito do Iguaçu;;;;
PR;4122172;Rio Branco do Ivaí;;;;
PR;4122206;Rio Branco do Sul;0,321;0,478;0,536;
PR;4122305;Rio Negro;0,525;0,71;0,74;
PR;4122404;Rolândia;0,468;0,668;0,744;
PR;4122503;Roncador;0,31;0,499;0,549;
PR;4122602;Rondon;0,369;0,532;0,601;
PR;4122651;Rosário do Ivaí;;;0,478;
PR;4122701;Sabáudia;0,373;0,557;0,666;
PR;4122800;Salgado Filho;0,356;0,536;0,529;
PR;4122909;Salto do Itararé;0,3;0,496;0,503;
PR;4123006;Salto do Lontra;0,382;0,58;0,565;
PR;4123105;Santa Amélia;0,392;0,562;0,651;
PR;4123204;Santa Cecília do Pavão;0,326;0,556;0,565;
PR;4123303;Santa Cruz de Monte Castelo;0,366;0,557;0,585;
PR;4123402;Santa Fé;0,393;0,693;0,667;
PR;4123501;Santa Helena;0,427;0,613;0,712;
PR;4123600;Santa Inês;0,31;0,467;0,588;
PR;4123709;Santa Isabel do Ivaí;0,383;0,536;0,572;
PR;4123808;Santa Izabel do Oeste;0,366;0,535;0,573;
PR;4123824;Santa Lúcia;;;;
PR;4123857;Santa Maria do Oeste;;;;
PR;4123907;Santa Mariana;0,366;0,6;0,625;
PR;4123956;Santa Mônica;;;;
PR;4124004;Santana do Itararé;0,313;0,508;0,552;
PR;4124020;Santa Tereza do Oeste;;;0,599;
PR;4124053;Santa Terezinha de Itaipu;;;0,699;
PR;4124103;Santo Antônio da Platina;0,395;0,613;0,631;
PR;4124202;Santo Antônio do Caiuá;0,363;0,558;0,578;
PR;4124301;Santo Antônio do Paraíso;0,3;0,465;0,587;
PR;4124400;Santo Antônio do Sudoeste;0,388;0,583;0,559;
PR;4124509;Santo Inácio;0,372;0,594;0,644;
PR;4124608;São Carlos do Ivaí;0,377;0,511;0,734;
PR;4124707;São Jerônimo da Serra;0,299;0,497;0,491;
PR;4124806;São João;0,404;0,661;0,584;
PR;4124905;São João do Caiuá;0,374;0,55;0,583;
PR;4125001;São João do Ivaí;0,337;0,531;0,592;
PR;4125100;São João do Triunfo;0,367;0,482;0,52;
PR;4125209;São Jorge d'Oeste;0,407;0,702;0,577;
PR;4125308;São Jorge do Ivaí;0,408;0,704;0,734;
PR;4125357;São Jorge do Patrocínio;;;0,503;
PR;4125407;São José da Boa Vista;0,326;0,615;0,584;
PR;4125456;São José das Palmeiras;;;0,586;
PR;4125506;São José dos Pinhais;0,52;0,724;0,784;
PR;4125555;São Manoel do Paraná;;;;
PR;4125605;São Mateus do Sul;0,455;0,644;0,661;
PR;4125704;São Miguel do Iguaçu;0,42;0,64;0,709;
PR;4125753;São Pedro do Iguaçu;;;;
PR;4125803;São Pedro do Ivaí;0,371;0,653;0,636;
PR;4125902;São Pedro do Paraná;0,352;0,502;0,542;
PR;4126009;São Sebastião da Amoreira;0,381;0,658;0,584;
PR;4126108;São Tomé;0,434;0,509;0,623;
PR;4126207;Sapopema;0,315;0,48;0,522;
PR;4126256;Sarandi;;;0,635;
PR;4126272;Saudade do Iguaçu;;;;
PR;4126306;Sengés;0,351;0,541;0,593;
PR;4126355;Serranópolis do Iguaçu;;;;
PR;4126405;Sertaneja;0,358;0,702;0,741;
PR;4126504;Sertanópolis;0,39;0,641;0,757;
PR;4126603;Siqueira Campos;0,393;0,593;0,632;
PR;4126652;Sulina;;;0,548;
PR;4126678;Tamarana;;;;
PR;4126702;Tamboara;0,396;0,514;0,561;
PR;4126801;Tapejara;0,335;0,496;0,605;
PR;4126900;Tapira;0,32;0,52;0,516;
PR;4127007;Teixeira Soares;0,371;0,518;0,598;
PR;4127106;Telêmaco Borba;0,465;0,681;0,699;
PR;4127205;Terra Boa;0,46;0,568;0,599;
PR;4127304;Terra Rica;0,376;0,634;0,698;
PR;4127403;Terra Roxa;0,371;0,601;0,593;
PR;4127502;Tibagi;0,408;0,497;0,518;
PR;4127601;Tijucas do Sul;0,342;0,537;0,589;
PR;4127700;Toledo;0,475;0,718;0,782;
PR;4127809;Tomazina;0,31;0,478;0,564;
PR;4127858;Três Barras do Paraná;;;0,576;
PR;4127882;Tunas do Paraná;;;;
PR;4127908;Tuneiras do Oeste;0,334;0,513;0,545;
PR;4127957;Tupãssi;;;0,638;
PR;4127965;Turvo;;;0,572;
PR;4128005;Ubiratã;0,367;0,625;0,694;
PR;4128104;Umuarama;0,416;0,647;0,724;
PR;4128203;União da Vitória;0,523;0,727;0,717;
PR;4128302;Uniflor;0,345;0,537;0,602;
PR;4128401;Uraí;0,409;0,67;0,703;
PR;4128500;Wenceslau Braz;0,368;0,559;0,621;
PR;4128534;Ventania;;;;
PR;4128559;Vera Cruz do Oeste;;;0,623;
PR;4128609;Verê;0,404;0,572;0,546;
PR;4128625;Vila Alta;;;;
PR;4128633;Doutor Ulysses;;;;
PR;4128658;Virmond;;;;
PR;4128708;Vitorino;0,446;0,629;0,686;
PR;4128807;Xambrê;0,359;0,545;0,529;
PR;4199919;Assunguy de Cima;;;;
PR;4199929;Conchas;;;;
PR;4199939;Palmira;;;;
PR;4199949;Porto de Cima;;;;
RJ;3300100;Angra dos Reis;0,487;0,713;0,718;
RJ;3300159;Aperibé;;;;
RJ;3300209;Araruama;0,522;0,597;0,628;
RJ;3300225;Areal;;;;
RJ;3300233;Armação dos Búzios;;;;
RJ;3300258;Arraial do Cabo;;;0,723;
RJ;3300308;Barra do Piraí;0,666;0,708;0,732;
RJ;3300407;Barra Mansa;0,655;0,709;0,736;
RJ;3300456;Belford Roxo;;;;
RJ;3300506;Bom Jardim;0,629;0,575;0,638;
RJ;3300605;Bom Jesus do Itabapoana;0,473;0,632;0,612;
RJ;3300704;Cabo Frio;0,542;0,697;0,73;
RJ;3300803;Cachoeiras de Macacu;0,521;0,585;0,617;
RJ;3300902;Cambuci;0,469;0,517;0,61;
RJ;3300936;Carapebus;;;;
RJ;3300951;Comendador Levy Gasparian;;;;
RJ;3301009;Campos dos Goytacazes;0,611;0,641;0,686;
RJ;3301108;Cantagalo;0,638;0,649;0,656;
RJ;3301157;Cardoso Moreira;;;;
RJ;3301207;Carmo;0,508;0,622;0,628;
RJ;3301306;Casimiro de Abreu;0,446;0,591;0,668;
RJ;3301405;Conceição de Macabu;0,644;0,595;0,612;
RJ;3301504;Cordeiro;0,647;0,677;0,712;
RJ;3301603;Duas Barras;0,41;0,539;0,581;
RJ;3301702;Duque de Caxias;0,538;0,665;0,689;
RJ;3301801;Engenheiro Paulo de Frontin;0,647;0,615;0,634;
RJ;3301850;Guapimirim;;;;
RJ;3301876;Iguaba Grande;;;;
RJ;3301900;Itaboraí;0,474;0,551;0,611;
RJ;3302007;Itaguaí;0,547;0,669;0,655;
RJ;3302056;Italva;;;0,591;
RJ;3302106;Itaocara;0,642;0,609;0,641;
RJ;3302205;Itaperuna;0,439;0,637;0,724;
RJ;3302254;Itatiaia;;;0,776;
RJ;3302270;Japeri;;;;
RJ;3302304;Laje do Muriaé;0,393;0,488;0,539;
RJ;3302403;Macaé;0,63;0,69;0,755;
RJ;3302452;Macuco;;;;
RJ;3302502;Magé;0,565;0,593;0,617;
RJ;3302601;Mangaratiba;0,52;0,697;0,702;
RJ;3302700;Maricá;0,513;0,639;0,743;
RJ;3302809;Mendes;0,646;0,661;0,678;
RJ;3302858;Mesquita;;;;
RJ;3302908;Miguel Pereira;0,604;0,705;0,748;
RJ;3303005;Miracema;0,585;0,604;0,624;
RJ;3303104;Natividade;0,447;0,589;0,599;
RJ;3303203;Nilópolis;0,583;0,734;0,767;
RJ;3303302;Niterói;0,71;0,769;0,821;
RJ;3303401;Nova Friburgo;0,647;0,722;0,77;
RJ;3303500;Nova Iguaçu;0,542;0,652;0,648;
RJ;3303609;Paracambi;0,456;0,64;0,632;
RJ;3303708;Paraíba do Sul;0,646;0,667;0,694;
RJ;3303807;Parati;0,435;0,699;0,697;
RJ;3303856;Paty do Alferes;;;0,623;
RJ;3303906;Petrópolis;0,66;0,718;0,783;
RJ;3303955;Pinheiral;;;;
RJ;3304003;Piraí;0,619;0,677;0,69;
RJ;3304102;Porciúncula;0,469;0,581;0,624;
RJ;3304110;Porto Real;;;;
RJ;3304128;Quatis;;;;
RJ;3304144;Queimados;;;;
RJ;3304151;Quissamã;;;0,571;
RJ;3304201;Resende;0,652;0,71;0,779;
RJ;3304300;Rio Bonito;0,519;0,676;0,644;
RJ;3304409;Rio Claro;0,388;0,571;0,617;
RJ;3304508;Rio das Flores;0,594;0,676;0,671;
RJ;3304524;Rio das Ostras;;;;
RJ;3304557;Rio de Janeiro;0,702;0,759;0,808;
RJ;3304607;Santa Maria Madalena;0,615;0,54;0,566;
RJ;3304706;Santo Antônio de Pádua;0,547;0,614;0,664;
RJ;3304755;São Francisco de Itabapoana;;;;
RJ;3304805;São Fidélis;0,621;0,53;0,61;
RJ;3304904;São Gonçalo;0,556;0,719;0,735;
RJ;3305000;São João da Barra;0,561;0,442;0,522;
RJ;3305109;São João de Meriti;0,545;0,693;0,683;
RJ;3305133;São José de Ubá;;;;
RJ;3305158;São José do Vale do Rio Preto;;;0,587;
RJ;3305208;São Pedro da Aldeia;0,477;0,622;0,644;
RJ;3305307;São Sebastião do Alto;0,614;0,571;0,572;
RJ;3305406;Sapucaia;0,618;0,585;0,629;
RJ;3305505;Saquarema;0,438;0,571;0,627;
RJ;3305554;Seropédica;;;;
RJ;3305604;Silva Jardim;0,426;0,486;0,532;
RJ;3305703;Sumidouro;0,614;0,564;0,6;
RJ;3305752;Tanguá;;;;
RJ;3305802;Teresópolis;0,633;0,691;0,741;
RJ;3305901;Trajano de Morais;0,636;0,54;0,548;
RJ;3306008;Três Rios;0,663;0,704;0,68;
RJ;3306107;Valença;0,653;0,713;0,739;
RJ;3306156;Varre-Sai;;;;
RJ;3306206;Vassouras;0,509;0,615;0,701;
RJ;3306305;Volta Redonda;0,635;0,734;0,79;
RJ;3399919;Sâo João Marcos;;;;
RJ;3399929;São Sebastião do Parahyba;;;;
RN;2400109;Acari;0,297;0,422;0,505;
RN;2400208;Açu;0,26;0,411;0,474;
RN;2400307;Afonso Bezerra;0,219;0,274;0,377;
RN;2400406;Água Nova;0,218;0,277;0,392;
RN;2400505;Alexandria;0,285;0,395;0,436;
RN;2400604;Almino Afonso;0,271;0,372;0,44;
RN;2400703;Alto do Rodrigues;0,207;0,303;0,403;
RN;2400802;Angicos;0,233;0,353;0,395;
RN;2400901;Antônio Martins;0,251;0,307;0,435;
RN;2401008;Apodi;0,224;0,342;0,441;
RN;2401107;Areia Branca;0,291;0,453;0,507;
RN;2401206;Arês;0,206;0,33;0,407;
RN;2401305;Augusto Severo;0,207;0,281;0,354;
RN;2401404;Baía Formosa;0,21;0,374;0,439;
RN;2401453;Baraúna;;;0,379;
RN;2401503;Barcelona;0,14;0,283;0,385;
RN;2401602;Bento Fernandes;0,212;0,273;0,322;
RN;2401651;Bodó;;;;
RN;2401701;Bom Jesus;0,179;0,299;0,392;
RN;2401800;Brejinho;0,175;0,304;0,383;
RN;2401859;Caiçara do Norte;;;;
RN;2401909;Caiçara do Rio do Vento;0,192;0,333;0,362;
RN;2402006;Caicó;0,351;0,515;0,604;
RN;2402105;Campo Redondo;0,182;0,294;0,359;
RN;2402204;Canguaretama;0,218;0,343;0,383;
RN;2402303;Caraúbas;0,22;0,355;0,384;
RN;2402402;Carnaúba dos Dantas;0,251;0,467;0,506;
RN;2402501;Carnaubais;0,203;0,253;0,385;
RN;2402600;Ceará-Mirim;0,217;0,371;0,428;
RN;2402709;Cerro Corá;0,176;0,282;0,367;
RN;2402808;Coronel Ezequiel;0,165;0,254;0,36;
RN;2402907;Coronel João Pessoa;0,205;0,297;0,35;
RN;2403004;Cruzeta;0,292;0,411;0,51;
RN;2403103;Currais Novos;0,284;0,459;0,557;
RN;2403202;Doutor Severiano;0,25;0,296;0,378;
RN;2403251;Parnamirim;0,376;0,524;0,612;
RN;2403301;Encanto;0,228;0,326;0,416;
RN;2403400;Equador;0,251;0,416;0,413;
RN;2403509;Espírito Santo;0,227;0,311;0,328;
RN;2403608;Extremoz;0,24;0,356;0,475;
RN;2403707;Felipe Guerra;0,23;0,336;0,434;
RN;2403756;Fernando Pedroza;;;;
RN;2403806;Florânia;0,225;0,329;0,384;
RN;2403905;Francisco Dantas;0,202;0,358;0,39;
RN;2404002;Frutuoso Gomes;0,271;0,338;0,446;
RN;2404101;Galinhos;0,21;0,307;0,329;
RN;2404200;Goianinha;0,236;0,325;0,406;
RN;2404309;Governador Dix-Sept Rosado;0,241;0,288;0,427;
RN;2404408;Grossos;0,235;0,368;0,44;
RN;2404507;Guamaré;0,237;0,31;0,379;
RN;2404606;Ielmo Marinho;0,195;0,317;0,352;
RN;2404705;Ipanguaçu;0,234;0,327;0,371;
RN;2404804;Ipueira;0,242;0,421;0,517;
RN;2404853;Itajá;;;;
RN;2404903;Itaú;0,225;0,429;0,491;
RN;2405009;Jaçanã;0,188;0,301;0,398;
RN;2405108;Jandaíra;0,154;0,257;0,331;
RN;2405207;Janduís;0,248;0,362;0,404;
RN;2405306;Januário Cicco;0,187;0,298;0,366;
RN;2405405;Japi;0,234;0,328;0,379;
RN;2405504;Jardim de Angicos;0,205;0,268;0,379;
RN;2405603;Jardim de Piranhas;0,234;0,374;0,476;
RN;2405702;Jardim do Seridó;0,345;0,492;0,52;
RN;2405801;João Câmara;0,2;0,331;0,386;
RN;2405900;João Dias;0,218;0,278;0,358;
RN;2406007;José da Penha;0,252;0,316;0,384;
RN;2406106;Jucurutu;0,191;0,314;0,362;
RN;2406155;Jundiá;;;;
RN;2406205;Lagoa d'Anta;0,191;0,35;0,347;
RN;2406304;Lagoa de Pedras;0,174;0,331;0,328;
RN;2406403;Lagoa de Velhos;0,275;0,31;0,406;
RN;2406502;Lagoa Nova;0,184;0,275;0,365;
RN;2406601;Lagoa Salgada;0,163;0,278;0,351;
RN;2406700;Lajes;0,251;0,336;0,414;
RN;2406809;Lajes Pintadas;0,176;0,282;0,415;
RN;2406908;Lucrécia;0,267;0,298;0,428;
RN;2407005;Luís Gomes;0,212;0,303;0,406;
RN;2407104;Macaíba;0,234;0,386;0,455;
RN;2407203;Macau;0,31;0,438;0,462;
RN;2407252;Major Sales;;;;
RN;2407302;Marcelino Vieira;0,225;0,298;0,366;
RN;2407401;Martins;0,31;0,408;0,456;
RN;2407500;Maxaranguape;0,196;0,251;0,392;
RN;2407609;Messias Targino;0,226;0,329;0,419;
RN;2407708;Montanhas;0,237;0,3;0,371;
RN;2407807;Monte Alegre;0,212;0,302;0,402;
RN;2407906;Monte das Gameleiras;0,153;0,218;0,376;
RN;2408003;Mossoró;0,291;0,465;0,577;
RN;2408102;Natal;0,458;0,69;0,776;
RN;2408201;Nísia Floresta;0,263;0,379;0,481;
RN;2408300;Nova Cruz;0,231;0,336;0,4;
RN;2408409;Olho-d'Água do Borges;0,237;0,363;0,422;
RN;2408508;Ouro Branco;0,29;0,395;0,483;
RN;2408607;Paraná;0,259;0,331;0,398;
RN;2408706;Paraú;0,209;0,323;0,385;
RN;2408805;Parazinho;0,16;0,257;0,329;
RN;2408904;Parelhas;0,334;0,503;0,511;
RN;2408953;Rio do Fogo;;;;
RN;2409100;Passa e Fica;0,176;0,323;0,35;
RN;2409209;Passagem;0,179;0,325;0,381;
RN;2409308;Patu;0,286;0,412;0,443;
RN;2409332;Santa Maria;;;;
RN;2409407;Pau dos Ferros;0,293;0,473;0,571;
RN;2409506;Pedra Grande;0,177;0,262;0,335;
RN;2409605;Pedra Preta;0,229;0,3;0,372;
RN;2409704;Pedro Avelino;0,189;0,274;0,331;
RN;2409803;Pedro Velho;0,206;0,313;0,398;
RN;2409902;Pendências;0,225;0,355;0,379;
RN;2410009;Pilões;0,239;0,312;0,41;
RN;2410108;Poço Branco;0,2;0,284;0,335;
RN;2410207;Portalegre;0,269;0,321;0,397;
RN;2410256;Porto do Mangue;;;;
RN;2410306;Presidente Juscelino;0,184;0,315;0,378;
RN;2410405;Pureza;0,185;0,288;0,321;
RN;2410504;Rafael Fernandes;0,323;0,38;0,468;
RN;2410603;Rafael Godeiro;0,246;0,314;0,379;
RN;2410702;Riacho da Cruz;0,248;0,359;0,428;
RN;2410801;Riacho de Santana;0,268;0,325;0,412;
RN;2410900;Riachuelo;0,221;0,358;0,364;
RN;2411007;Rodolfo Fernandes;0,264;0,408;0,4;
RN;2411056;Tibau;;;;
RN;2411106;Ruy Barbosa;0,172;0,287;0,332;
RN;2411205;Santa Cruz;0,248;0,375;0,457;
RN;2411403;Santana do Matos;0,217;0,294;0,361;
RN;2411429;Santana do Seridó;0,265;0,42;0,462;
RN;2411502;Santo Antônio;0,22;0,336;0,426;
RN;2411601;São Bento do Norte;0,207;0,323;0,334;
RN;2411700;São Bento do Trairí;0,183;0,229;0,402;
RN;2411809;São Fernando;0,291;0,424;0,44;
RN;2411908;São Francisco do Oeste;0,235;0,282;0,451;
RN;2412005;São Gonçalo do Amarante;0,212;0,376;0,475;
RN;2412104;São João do Sabugi;0,328;0,448;0,518;
RN;2412203;São José de Mipibu;0,228;0,377;0,432;
RN;2412302;São José do Campestre;0,188;0,329;0,378;
RN;2412401;São José do Seridó;0,314;0,43;0,518;
RN;2412500;São Miguel;0,229;0,37;0,386;
RN;2412559;São Miguel de Touros;;;;
RN;2412609;São Paulo do Potengi;0,201;0,337;0,388;
RN;2412708;São Pedro;0,194;0,291;0,376;
RN;2412807;São Rafael;0,215;0,279;0,399;
RN;2412906;São Tomé;0,183;0,281;0,38;
RN;2413003;São Vicente;0,212;0,317;0,411;
RN;2413102;Senador Elói de Souza;0,15;0,27;0,319;
RN;2413201;Senador Georgino Avelino;0,254;0,351;0,373;
RN;2413300;Serra de São Bento;0,189;0,272;0,34;
RN;2413359;Serra do Mel;;;0,391;
RN;2413409;Serra Negra do Norte;0,265;0,387;0,452;
RN;2413508;Serrinha;0,195;0,273;0,339;
RN;2413557;Serrinha dos Pintos;;;;
RN;2413607;Severiano Melo;0,277;0,367;0,404;
RN;2413706;Sítio Novo;0,201;0,325;0,365;
RN;2413805;Taboleiro Grande;0,256;0,348;0,445;
RN;2413904;Taipu;0,187;0,261;0,328;
RN;2414001;Tangará;0,203;0,306;0,412;
RN;2414100;Tenente Ananias;0,255;0,309;0,368;
RN;2414159;Tenente Laurentino Cruz;;;;
RN;2414209;Tibau do Sul;0,208;0,285;0,362;
RN;2414308;Timbaúba dos Batistas;0,32;0,456;0,527;
RN;2414407;Touros;0,168;0,281;0,345;
RN;2414456;Triunfo Potiguar;;;;
RN;2414506;Umarizal;0,247;0,409;0,466;
RN;2414605;Upanema;0,206;0,296;0,404;
RN;2414704;Várzea;0,245;0,348;0,374;
RN;2414753;Venha-Ver;;;;
RN;2414803;Vera Cruz;0,19;0,297;0,377;
RN;2414902;Viçosa;0,217;0,39;0,382;
RN;2415008;Vila Flor;0,163;0,288;0,393;
RO;1100015;Alta Floresta D'Oeste;;;0,532;
RO;1100023;Ariquemes;;0,569;0,604;
RO;1100031;Cabixi;;;0,493;
RO;1100049;Cacoal;;0,488;0,656;
RO;1100056;Cerejeiras;;;0,571;
RO;1100064;Colorado do Oeste;;;0,527;
RO;1100072;Corumbiara;;;;
RO;1100080;Costa Marques;;;0,579;
RO;1100098;Espigão D'Oeste;;;0,606;
RO;1100106;Guajará-Mirim;0,422;0,6;0,693;
RO;1100114;Jaru;;;0,546;
RO;1100122;Ji-Paraná;;0,532;0,657;
RO;1100130;Machadinho D'Oeste;;;0,55;
RO;1100148;Nova Brasilândia D'Oeste;;;0,456;
RO;1100155;Ouro Preto do Oeste;;;0,56;
RO;1100189;Pimenta Bueno;;0,548;0,594;
RO;1100205;Porto Velho;0,447;0,693;0,754;
RO;1100254;Presidente Médici;;;0,538;
RO;1100262;Rio Crespo;;;;
RO;1100288;Rolim de Moura;;;0,564;
RO;1100296;Santa Luzia D'Oeste;;;0,492;
RO;1100304;Vilhena;;0,54;0,751;
RO;1100320;São Miguel do Guaporé;;;0,455;
RO;1100338;Nova Mamoré;;;0,505;
RO;1100346;Alvorada D'Oeste;;;0,479;
RO;1100379;Alto Alegre dos Parecis;;;;
RO;1100403;Alto Paraíso;;;;
RO;1100452;Buritis;;;;
RO;1100502;Novo Horizonte do Oeste;;;;
RO;1100601;Cacaulândia;;;;
RO;1100700;Campo Novo de Rondônia;;;;
RO;1100809;Candeias do Jamari;;;;
RO;1100908;Castanheiras;;;;
RO;1100924;Chupinguaia;;;;
RO;1100940;Cujubim;;;;
RO;1101005;Governador Jorge Teixeira;;;;
RO;1101104;Itapuã do Oeste;;;;
RO;1101203;Ministro Andreazza;;;;
RO;1101302;Mirante da Serra;;;;
RO;1101401;Monte Negro;;;;
RO;1101435;Nova União;;;;
RO;1101450;Parecis;;;;
RO;1101468;Pimenteiras do Oeste;;;;
RO;1101476;Primavera de Rondônia;;;;
RO;1101484;São Felipe D'Oeste;;;;
RO;1101492;São Francisco do Guaporé;;;;
RO;1101500;Seringueiras;;;;
RO;1101559;Teixeirópolis;;;;
RO;1101609;Theobroma;;;;
RO;1101708;Urupá;;;;
RO;1101757;Vale do Anari;;;;
RO;1101807;Vale do Paraíso;;;;
RR;1400027;Amajari;;;;
RR;1400050;Alto Alegre;;;0,541;
RR;1400100;Boa Vista;0,442;0,689;0,752;
RR;1400159;Bonfim;;;0,511;
RR;1400175;Cantá;;;;
RR;1400209;Caracaraí;0,38;0,495;0,626;
RR;1400233;Caroebe;;;;
RR;1400282;Iracema;;;;
RR;1400308;Mucajaí;;;0,703;
RR;1400407;Normandia;;;0,478;
RR;1400456;Pacaraima;;;;
RR;1400472;Rorainópolis;;;;
RR;1400506;São João da Baliza;;;0,682;
RR;1400605;São Luiz;;;0,535;
RR;1400704;Uiramutã;;;;
RS;4300034;Aceguá;;;;
RS;4300059;Água Santa;;;0,637;
RS;4300109;Agudo;0,492;0,643;0,758;
RS;4300208;Ajuricaba;0,501;0,762;0,718;
RS;4300307;Alecrim;0,449;0,589;0,581;
RS;4300406;Alegrete;0,536;0,75;0,772;
RS;4300455;Alegria;;;0,606;
RS;4300471;Almirante Tamandaré do Sul;;;;
RS;4300505;Alpestre;0,391;0,565;0,533;
RS;4300554;Alto Alegre;;;0,74;
